competition,edition,match_id,event_id,event_type,team,player,assist,minute,period,round,vs,note
WC,2014,WC-2014-MD057,3,GOAL,ブラジル,David Luiz,,69,2H,QF,コロンビア,
WC,2014,WC-2014-MD058,1,GOAL,ドイツ,Mats Hummels,,13,1H,QF,フランス,
WC,2014,WC-2014-MD060,1,GOAL,アルゼンチン,Gonzalo Higuaín,,8,1H,QF,ベルギー,
WC,2014,WC-2014-MD061,1,GOAL,ドイツ,Thomas Müller,,11,1H,SF,ブラジル,
WC,2014,WC-2014-MD061,2,GOAL,ドイツ,Miroslav Klose,,23,1H,SF,ブラジル,
WC,2014,WC-2014-MD061,3,GOAL,ドイツ,Toni Kroos,,24,1H,SF,ブラジル,
WC,2014,WC-2014-MD061,4,GOAL,ドイツ,Toni Kroos,,26,1H,SF,ブラジル,
WC,2014,WC-2014-MD061,5,GOAL,ドイツ,Sami Khedira,,29,1H,SF,ブラジル,
WC,2014,WC-2014-MD061,6,GOAL,ドイツ,André Schürrle,,69,2H,SF,ブラジル,
WC,2014,WC-2014-MD061,7,GOAL,ドイツ,André Schürrle,,79,2H,SF,ブラジル,
WC,2014,WC-2014-MD061,8,GOAL,ブラジル,Oscar,,90,2H,SF,ドイツ,
WC,2014,WC-2014-MD063,1,GOAL,オランダ,Robin van Persie,,3,1H,3P,ブラジル,PK
WC,2014,WC-2014-MD063,2,GOAL,オランダ,Daley Blind,,17,1H,3P,ブラジル,
WC,2014,WC-2014-MD063,3,GOAL,オランダ,Georginio Wijnaldum,,90+1,2H,3P,ブラジル,
WC,2014,WC-2014-MD064,1,GOAL,ドイツ,Mario Götze,,113,ET2,Final,アルゼンチン,
